img_id,caption
47221.jpg,a group of people standing on a street
115518.jpg,a young boy is standing in front of a man
395716.jpg,a man in a snow covered ski slope
46656.jpg,a yellow fire hydrant in a field
35558.jpg,a woman sitting in front of a cake with a candle
146723.jpg,a man is playing with a baseball bat
405621.jpg,a stop sign on a street corner with a sign
455135.jpg,a living room with a couch and a television
16825.jpg,a zebra standing next to a fence with a zebra
142466.jpg,a group of people are standing in a boat with a boat in the background
379586.jpg,a man is standing in the grass with a frisbee
233471.jpg,a man is playing tennis on a tennis court
206430.jpg,a group of horses pulling a carriage down a street
404367.jpg,a woman is playing tennis on a tennis court
556158.jpg,a man is skiing down a snowy hill
39846.jpg,a kitchen with a stove and a stove in it
256260.jpg,a man standing next to a large elephant
315728.jpg,a baseball player is swinging at a ball
427518.jpg,a man in a baseball uniform holding a bat
166880.jpg,a bathroom with a toilet and a sink
435940.jpg,a young boy is standing in the grass with a bat
174794.jpg,a group of people sitting at a table with a cake
68636.jpg,a bus is driving down the street in a city
1319.jpg,a cat is sitting on a desk in front of a computer
521281.jpg,a man standing on a snowy slope with a snowboard
564544.jpg,a plane sitting on top of a runway
337275.jpg,a cat is laying on a bed with a book
559760.jpg,a man standing next to a giraffe in a field
43872.jpg,a man is standing on a snow board
42614.jpg,a large elephant standing on a dirt field
262325.jpg,a plate of broccoli and a knife on a table
261563.jpg,a dog is standing in the grass with a frisbee
48308.jpg,a giraffe standing in the grass near a tree
467646.jpg,a group of people on a beach with a large white umbrella
182511.jpg,a person is holding a hot dog with a sandwich
135453.jpg,a bed with a bed and a window in a room
400602.jpg,a man is playing a game of tennis on a court
37433.jpg,a living room with a couch and a television
82835.jpg,a man is standing in front of a table with a laptop
63409.jpg,a bowl of fruit and a knife on a table
81761.jpg,a woman is playing tennis on a court
138195.jpg,a boat is docked on the water with a boat in the water
87554.jpg,a man is standing on a beach with a umbrella
402142.jpg,a man laying on a bed with a blanket
514557.jpg,a bench with a laptop on it and a bench
482624.jpg,a giraffe standing next to a tree in a zoo
192671.jpg,a train is going down the tracks in a mountain area
327664.jpg,a stop sign with a stop sign on it
372024.jpg,a group of people playing a game of frisbee
344388.jpg,a boat is parked on the water near a dock
49384.jpg,a man on skis is on a snowy hill
568790.jpg,a man riding a wave on top of a surfboard
524255.jpg,a group of people riding on a motorcycle
450590.jpg,a dog is running with a frisbee in its mouth
282878.jpg,a plate of food with a fork and a fork
162965.jpg,a man standing in front of a train on a track
379180.jpg,a woman sitting on a bed with a laptop
308694.jpg,a young boy is playing a game of frisbee
496019.jpg,a red fire hydrant in a field with trees
321846.jpg,a table with a plate of food and a cup of coffee
548278.jpg,a kitchen with a stove and a stove
307323.jpg,a living room with a couch and a table
56549.jpg,a truck with a truck on the back of it
441345.jpg,a train is on a track with a train on it
258440.jpg,a bathroom with a sink a mirror and a sink
562443.jpg,a group of zebras standing in front of a fence
455717.jpg,a group of people riding skis on a snowy slope
419645.jpg,a red truck parked in a field with a fence
135589.jpg,a man in a suit and tie is holding a cell phone
193041.jpg,a large colorful colored teddy bear is on a beach
477785.jpg,a train is on the tracks with a train on the tracks
172051.jpg,a plate of food with broccoli and a fork
524676.jpg,a street sign on a street corner with a sign
268809.jpg,a bunch of vegetables on a table with a bunch of vegetables
389458.jpg,a woman is holding a hot dog on a bun
379713.jpg,two women playing frisbee in a field
39072.jpg,a man is holding a banana in his hand
483736.jpg,a vase of flowers sitting on a table
6182.jpg,a giraffe standing in a field of grass
14713.jpg,a living room with a bed and a table
423932.jpg,a baby is sitting on a bed with a teddy bear
386467.jpg,a cat is sitting on a toilet with a cat
421102.jpg,a computer desk with a computer and a computer
224753.jpg,a truck parked in a field with a man in a car
313916.jpg,a person on skis in the snow with a snowboard
465530.jpg,a group of stuffed animals are sitting on a table
416184.jpg,a bathroom with a sink and a toilet in it
518341.jpg,a traffic light with a sign on the side of it
552870.jpg,a fire hydrant is on the sidewalk in the street
94061.jpg,a man is sitting at a table with a pizza
384874.jpg,a woman is holding a tennis racket on a court
496097.jpg,a kitchen with a stove a stove and a refrigerator
441165.jpg,a cat laying on top of a microwave oven
172370.jpg,a man riding skis down a snow covered slope
171382.jpg,a man riding a skateboard down a street with a man on a skateboard
488059.jpg,a elephant standing in a river with a bridge in the background
399284.jpg,a man riding a surfboard on a wave in the ocean
176580.jpg,a table with a cake and a glass of wine
212856.jpg,a group of people standing on a street
232524.jpg,a man flying a kite in a field
81602.jpg,a man flying a kite in a field
356749.jpg,a woman and a woman are standing in a room
413959.jpg,a man riding a horse drawn carriage down a street
524386.jpg,a living room with a couch and a television
350592.jpg,a cat sitting on a table with a cat
370682.jpg,a woman eating a hot dog on a bun
461002.jpg,a young girl is standing in the grass with a frisbee
297236.jpg,a group of people sitting at a table with laptops
544701.jpg,a man is sitting at a table with a laptop
466723.jpg,a group of people on a ski slope
559956.jpg,a man is sitting on a bench with a man in a hat
418685.jpg,a bird is sitting on a branch of a tree
231637.jpg,a pizza with a pizza on it on a table
93947.jpg,a plate of food with a fork and a fork
532212.jpg,a vase with a vase of flowers on it
514800.jpg,a pair of scissors and a pair of scissors on a table
457667.jpg,a man standing in a bathroom with a sink
489121.jpg,a young boy playing with a frisbee in a field
216393.jpg,a train is on the tracks with a train on the tracks
407063.jpg,a giraffe standing in the middle of a dirt field
502183.jpg,a dog is standing next to a motorcycle
215223.jpg,a dog is sitting in a car window
180494.jpg,a man standing on skis in the snow
491638.jpg,a woman is standing in front of a large white teddy bear
378831.jpg,a man riding a motorcycle down a street
347736.jpg,a man standing next to a man on a horse
430889.jpg,a man is sitting at a desk with a laptop
122969.jpg,a zebra standing in the middle of a field
462997.jpg,two elephants are standing in the dirt in the dirt
488395.jpg,a woman is standing on a sidewalk in front of a building
234643.jpg,a group of sheep standing on top of a grass covered field
576675.jpg,a plate of food with a fork and a fork
286794.jpg,a group of giraffes are standing in a field
181446.jpg,a man is sitting in a kitchen with a refrigerator
560270.jpg,a man on a motorcycle with a man on his bike
227982.jpg,a train is on the tracks in a park
497768.jpg,a group of people flying kites in a field
378736.jpg,a person holding a hot dog on a bun
534331.jpg,a yellow fire hydrant sitting on the side of a street
464456.jpg,a plate of food with a sandwich and a fork
343630.jpg,a toilet in a bathroom with a toilet in it
480421.jpg,a bathroom with a sink and a toilet and a sink
351876.jpg,a motorcycle parked in a field with a tree
8193.jpg,a motorcycle is on the side of a road
211386.jpg,a bus is parked on the street next to a building
551188.jpg,a man sitting on a table with a lot of luggage
259228.jpg,a group of people sitting at a table
385781.jpg,a man standing next to a parking meter
324496.jpg,a man riding a skateboard down a street
329097.jpg,a man is flying a kite in the air
179025.jpg,a bathroom with a mirror and a sink
153128.jpg,a bunch of traffic lights and a street sign
15895.jpg,a train is on the tracks in a station
126925.jpg,a clock on a pole in front of a building
83518.jpg,a bird is standing in the grass
394572.jpg,a man sitting at a table with a table and a table
282711.jpg,a living room with a couch and a television
26829.jpg,a group of people playing tennis on a court
379754.jpg,a stop sign with a stop sign on it
380325.jpg,a group of people playing a game of frisbee
404140.jpg,a bathroom with a toilet and a sink
321879.jpg,a small kitchen with a refrigerator and a refrigerator
493563.jpg,a woman sitting on a bench with a dog
549879.jpg,a plane flying in the sky with a large #RARE#
279395.jpg,a vase with a clock on top of a wall
252608.jpg,a bathroom with a sink and a sink
160930.jpg,a zebra standing on a dirt road next to a fence
38064.jpg,a zebra standing in a field near a fence
337403.jpg,a table with a pair of scissors and a glass
470915.jpg,a man is playing with a frisbee in the air
246750.jpg,a group of people walking down a street
568113.jpg,a kitchen with a stove and a stove
53695.jpg,a woman is playing tennis on a court
225343.jpg,a giraffe standing in a field of grass
443764.jpg,a yellow boat is on the water with a man in the water
572689.jpg,a man and a woman standing on a sidewalk
504101.jpg,a man is standing in the middle of a motorcycle
421128.jpg,a man standing next to a motorcycle on a street
576886.jpg,a group of people standing on top of a snow covered slope
153985.jpg,a man is sitting at a table with a laptop
478056.jpg,a group of birds flying over a field
129247.jpg,a man standing in front of a mirror in a bathroom
576413.jpg,a group of giraffes are standing in a field
115292.jpg,a large white and blue umbrella and a kite
330990.jpg,a kitchen with a refrigerator and a stove
270908.jpg,a man is standing on a bench holding a bat
30519.jpg,a truck is parked in a parking lot
502895.jpg,a train is on the tracks in a city
515655.jpg,a train is going down the tracks in a field
402820.jpg,a display of donuts in a bakery display
297204.jpg,a baseball player is standing on a baseball field
444363.jpg,a train is on the tracks in a train station
80654.jpg,a group of people standing around a table
73511.jpg,a kitchen with a sink and a sink
409825.jpg,a group of people sitting at a table with food
417720.jpg,a woman standing in the grass with a umbrella
22236.jpg,a bus is parked in a parking lot
124832.jpg,a man on a surfboard riding a wave
